Compound Score,Date,Negative Score,Neurtal Score,Positive Score,Tweet Text,Tweets Ago,Username
0.7096,Mon Jul 30 19:35:51 +0000 2018,0.0,0.742,0.258,Sen. Rand Paul says he will endorse Supreme Court nominee Brett Kavanaugh despite misgivings about the judge's view… https://t.co/rKNdYmHdrO,0,@CBSNews
0.4939,Mon Jul 30 19:20:34 +0000 2018,0.0,0.868,0.132,"""Each of us looks forward to working with our friend James again in the future."" Chris Pratt and his fellow ""Guardi… https://t.co/JDG8CAXlev",0,@CBSNews
-0.4588,Mon Jul 30 19:06:44 +0000 2018,0.153,0.787,0.06,Sick of the law enforcement lip synch challenge videos sweeping the nation? Welcome's to the Norfolk Sheriff's hous… https://t.co/4Oe4l5ELu4,0,@CBSNews
0.34,Mon Jul 30 18:54:56 +0000 2018,0.0,0.876,0.124,"""Certainly everything is open to negotiation for any president dealing with Congress, @MajorCBS says of President T… https://t.co/au6clPPCOt",0,@CBSNews
-0.296,Mon Jul 30 18:51:51 +0000 2018,0.095,0.905,0.0,"""The president said he is open to talks with Iran at the highest levels with no preconditions. I don't think and no… https://t.co/yEQcSbrMlx",0,@CBSNews
0.2732,Mon Jul 30 18:50:05 +0000 2018,0.0,0.877,0.123,"""As defined from a populous perspective or a nationalist perspective, they are in certain ways aligned ideologicall… https://t.co/4NhKBlKmxe",0,@CBSNews
0.4019,Mon Jul 30 18:43:34 +0000 2018,0.0,0.85,0.15,"""I would certainly meet with Iran if they want to meet. I do not know if they are ready,"" Pres. Trump said, adding… https://t.co/Sr3zKt17oR",0,@CBSNews
0.0,Mon Jul 30 18:38:58 +0000 2018,0.0,1.0,0.0,"Julie Chen adamantly defends husband, CBS CEO Les Moonves, on ""The Talk"": ""I will stand by this statement today, to… https://t.co/5rlVxluOD7",0,@CBSNews
0.0,Mon Jul 30 18:35:28 +0000 2018,0.0,1.0,0.0,"Trump on NATO meeting: ""I went to NATO, NATO was essentially going out of business because people were not paying a… https://t.co/gh9ZhmDqVE",0,@CBSNews
-0.6939,Mon Jul 30 18:27:28 +0000 2018,0.264,0.736,0.0,Despite President Trump repeating threat to shutdown government if $25B isn't approved for border wall and Congress… https://t.co/usHH0N9FRv,0,@CBSNews
0.0,Mon Jul 30 18:17:52 +0000 2018,0.0,1.0,0.0,"President Trump on government shutdown: ""As far as the border is concerned and personally, if we do not get border… https://t.co/jQjgebSHCU",0,@CBSNews
0.8555,Mon Jul 30 18:15:08 +0000 2018,0.0,0.63,0.37,"""The prime minister and I are united in our conviction that strong nations must have a strong borders,"" President T… https://t.co/7Pxx4Ww2H7",0,@CBSNews
0.0,Mon Jul 30 18:09:38 +0000 2018,0.0,1.0,0.0,WATCH NOW: President Trump holds joint news conference with Italian Prime Minister Giuseppe Conte… https://t.co/h0iLqiXjbR,0,@CBSNews
-0.6705,Mon Jul 30 18:00:38 +0000 2018,0.209,0.791,0.0,Norwegian authorities defended the actions of guards from a German cruise ship that killed a polar bear that attack… https://t.co/EF9HTiPTmV,0,@CBSNews
-0.7351,Mon Jul 30 17:44:47 +0000 2018,0.36,0.64,0.0,"Battalion chief on California evacuation warnings, ""new normal"" of destructive wildfires https://t.co/ur1X5GEoH0 https://t.co/FVL8bA3HG0",0,@CBSNews
0.0,Mon Jul 30 17:30:35 +0000 2018,0.197,0.657,0.146,"Tyson Foods is cutting its profit forecast, citing higher tariffs and uncertainty about trade policies… https://t.co/vNdz4a7lZa",0,@CBSNews
0.0,Mon Jul 30 17:14:44 +0000 2018,0.0,1.0,0.0,Thousands more fled their homes after wildfires surged near a small lake town in Northern California… https://t.co/h1b6w0OULw,0,@CBSNews
-0.7269,Mon Jul 30 17:02:36 +0000 2018,0.295,0.705,0.0,"""Sinking coffins"": New lawsuit seeks $100 million in damages on behalf of duck boat victims, alleging the owners an… https://t.co/4H13N3Dzgr",0,@CBSNews
0.1197,Mon Jul 30 16:45:15 +0000 2018,0.141,0.699,0.159,"SHARK WEAK: Fisherman catches a great white shark less than a mile off the Rhode Island coast, then films it thrash… https://t.co/FPq4u9trCT",0,@CBSNews
0.0,Mon Jul 30 16:41:03 +0000 2018,0.0,1.0,0.0,MOMENTS AGO: President Trump meets with Italian Prime Minister Giuseppe Conte https://t.co/ILVmoXBlJW https://t.co/DTtXQUbb9o,0,@CBSNews
0.1779,Mon Jul 30 16:34:22 +0000 2018,0.0,0.925,0.075,"RT @CBSEveningNews: TONIGHT: @jeffglor anchors the CBS Evening News from Redding, CA - as the deadly and growing wildfires force tens of th…",0,@CBSNews
-0.5267,Mon Jul 30 16:29:52 +0000 2018,0.239,0.761,0.0,Man forced to pay nearly $9 million for having affair with other man's wife https://t.co/XxIKxOaeCT https://t.co/3bzTRobxPT,0,@CBSNews
-0.3818,Mon Jul 30 16:14:36 +0000 2018,0.148,0.852,0.0,"Advances in IVF testing spurring debate over ""mosaic"" embryos that some fertility experts disagree on… https://t.co/A7DFchmDr4",0,@CBSNews
-0.5994,Mon Jul 30 16:06:10 +0000 2018,0.163,0.837,0.0,"""Since 1999, there have been 42 deaths associated with duck boats...60 million people would die if cars were as dan… https://t.co/WP3HsBw0pq",0,@CBSNews
-0.2263,Mon Jul 30 16:04:07 +0000 2018,0.101,0.899,0.0,"""Duck boats are sinking coffins,"" attorney says while describing lawsuit seeking $100million for families of duck b… https://t.co/TUo8095eUE",0,@CBSNews
-0.7506,Mon Jul 30 16:02:43 +0000 2018,0.314,0.686,0.0,WATCH: Attorneys describe lawsuit seeking $100 million for families of people killed on Duck Boat… https://t.co/oGygdbCIyy,0,@CBSNews
-0.6486,Mon Jul 30 16:00:01 +0000 2018,0.301,0.699,0.0,"Brian Christopher Lawler, former WWE star, dead at 46 https://t.co/vi4lMkkAjW https://t.co/rFYDnvtPZM",0,@CBSNews
0.6124,Mon Jul 30 15:45:13 +0000 2018,0.0,0.808,0.192,"""I was talking to my little grandson on the phone, he was saying, 'Grandpa, please, you gotta come and help us, the… https://t.co/C2pVp4JseP",0,@CBSNews
0.6124,Mon Jul 30 15:29:50 +0000 2018,0.0,0.706,0.294,"President Trump's economic team sees continued robust growth, despite widely held outside opinion… https://t.co/TDhCjNZOfI",0,@CBSNews
0.0,Mon Jul 30 15:14:30 +0000 2018,0.0,1.0,0.0,ISIS kidnaps dozens of women and girls in deadly Syria raids https://t.co/hl5GRODCiU https://t.co/iKVxQx0wOM,0,@CBSNews
-0.743,Mon Jul 30 14:59:35 +0000 2018,0.411,0.478,0.11,"Pope accepts resignation of Archbishop Philip Wilson, convicted of sex abuse cover-up https://t.co/VyJPDXTIfU https://t.co/D9oPCYp6Vx",0,@CBSNews
0.0,Mon Jul 30 14:44:38 +0000 2018,0.0,1.0,0.0,"Social media users are ""fawning"" over a photo of a California Highway Patrol officer getting ""kissed"" by a baby dee… https://t.co/pOQ6bctwpJ",0,@CBSNews
0.5945,Mon Jul 30 14:29:38 +0000 2018,0.0,0.805,0.195,"85-year-old Ruth Bader Ginsburg aims to serve ""at least five more years"" on Supreme Court https://t.co/Z9A0ASTHNM https://t.co/LeFebnMZkV",0,@CBSNews
0.0,Mon Jul 30 14:14:36 +0000 2018,0.0,1.0,0.0,"Big Mac is 50, and McDonald's is sticking with the aging icon https://t.co/KncDhMvmlS https://t.co/HNZNBCSaVL",0,@CBSNews
0.0,Mon Jul 30 13:59:39 +0000 2018,0.0,1.0,0.0,Caesars will start taking sports bets in two states https://t.co/Rjhqeq92Zi https://t.co/h4GdYAzItK,0,@CBSNews
0.0,Mon Jul 30 13:44:52 +0000 2018,0.0,1.0,0.0,U.S. firms seeking President Trump's steel tariff waiver face backlash https://t.co/TN6anAsonF https://t.co/r6PeEKiuQk,0,@CBSNews
-0.0516,Mon Jul 30 13:29:54 +0000 2018,0.074,0.926,0.0,"""Medicare for all"" plan touted by Bernie Sanders would cost $32.6 trillion, study finds https://t.co/7eqKM21V5Z https://t.co/R7Svzw7tNC",0,@CBSNews
-0.5267,Mon Jul 30 13:14:44 +0000 2018,0.254,0.746,0.0,Hundreds of tourists trapped on Indonesia volcano after earthquake https://t.co/v3mq1WEtJ6 https://t.co/aRy9wSIjW5,0,@CBSNews
0.5766,Mon Jul 30 13:00:21 +0000 2018,0.0,0.809,0.191,DREAM DRESS: A father worked three jobs to buy his daughter her dream dress dress for the 8th grade dance. His surp… https://t.co/FGqe626d96,0,@CBSNews
-0.4019,Mon Jul 30 12:39:34 +0000 2018,0.172,0.828,0.0,Nearly $1 million medical bill for Utah inmate highlights problem for jails https://t.co/pTWuz08caE https://t.co/gNBjzqkP2i,0,@CBSNews
0.0,Mon Jul 30 12:19:32 +0000 2018,0.0,1.0,0.0,"Sea mammal on brink of extinction targeted by ""mafias"" in Baja, Mexico https://t.co/OOzCSJnDp5 https://t.co/mE7tzp1835",0,@CBSNews
0.6124,Mon Jul 30 11:59:55 +0000 2018,0.0,0.808,0.192,"""I was talking to my little grandson on the phone, he was saying, 'Grandpa, please, you gotta come and help us, the… https://t.co/m62WdiOhAm",0,@CBSNews
-0.7506,Mon Jul 30 11:40:22 +0000 2018,0.299,0.701,0.0,Authorities have released dramatic body camera footage from a frantic foot chase and fatal shooting of 31-year-old… https://t.co/r4OQg0OhIL,0,@CBSNews
0.0,Mon Jul 30 11:20:01 +0000 2018,0.0,1.0,0.0,Probe into Flight 370 mystery highlights shortcomings https://t.co/iT8MCvRkNH https://t.co/gwm5vGDosK,0,@CBSNews
-0.7579,Mon Jul 30 10:59:41 +0000 2018,0.277,0.723,0.0,California wildfires: Firefighter struck by a tree and killed while working as part of a crew removing brush and ot… https://t.co/RMb7t0YUsc,0,@CBSNews
-0.6705,Mon Jul 30 10:47:50 +0000 2018,0.191,0.809,0.0,"The #CarrFire has burned nearly 150 square miles and has killed six people, including three members of one family.… https://t.co/m0BKdySgab",0,@CBSNews
-0.4215,Mon Jul 30 10:39:56 +0000 2018,0.234,0.625,0.141,13 killed as van carrying wedding party in Vietnam slams into truck https://t.co/D0mbfMhB2O https://t.co/R1HHgJACgS,0,@CBSNews
0.0,Mon Jul 30 10:34:58 +0000 2018,0.0,1.0,0.0,"Ahead on @CBSThisMorning, Trayvon Martin's father joins us in Studio 57 along with filmmakers Jenner Furst and Juli… https://t.co/JJ3ztWfvEc",0,@CBSNews
-0.5423,Mon Jul 30 10:19:31 +0000 2018,0.226,0.774,0.0,Minneapolis police release bodycam videos in fatal shooting of black man https://t.co/3rGitPEyta https://t.co/mS5QuLVtYz,0,@CBSNews
-0.5719,Mon Jul 30 10:03:03 +0000 2018,0.228,0.702,0.07,Egyptian court sentences 75 to death for their involvement in a 2013 sit-in https://t.co/76t4l7zLEp https://t.co/Giio7vSoOJ,0,@CBSNews
0.0,Mon Jul 30 09:56:05 +0000 2018,0.0,1.0,0.0,"For 1st time in almost 40 years, a Zimbabwe election without Mugabe https://t.co/Lig15JcAiL https://t.co/KoL8lzJ5Js",0,@CBSNews
0.0,Mon Jul 30 09:48:04 +0000 2018,0.0,1.0,0.0,Animal influencers: How pets earn big bucks as Instagram stars https://t.co/CziQmwnq9S https://t.co/d7YevfHT7L,0,@CBSNews
-0.296,Mon Jul 30 09:33:04 +0000 2018,0.155,0.845,0.0,New details emerge in case of missing University of Iowa student https://t.co/O4fojPX8KJ https://t.co/DGjVhioHVE,0,@CBSNews
-0.4404,Mon Jul 30 09:18:03 +0000 2018,0.182,0.818,0.0,Trump backers stand by president in face of Russia criticism — CBS poll https://t.co/Aw6T8ukiye https://t.co/bcFFiSTytH,0,@CBSNews
0.0,Mon Jul 30 09:03:03 +0000 2018,0.0,1.0,0.0,The Dish: Chef Edouardo Jordan brings the South to Seattle https://t.co/kcN5QV6ett https://t.co/4GdNlexGlo,0,@CBSNews
0.0,Mon Jul 30 08:54:06 +0000 2018,0.0,1.0,0.0,Probe into Flight 370 mystery highlights shortcomings https://t.co/QDhqzL31qi https://t.co/nviwU4L6Ah,0,@CBSNews
0.4215,Mon Jul 30 08:48:04 +0000 2018,0.0,0.781,0.219,Homeless man saved woman who jumped from Minneapolis bridge https://t.co/VgqHj1yf4L https://t.co/cwhPkFbMDh,0,@CBSNews
0.0516,Tue Jul 31 05:28:03 +0000 2018,0.0,0.941,0.059,"A homeless man has been overwhelmed by more than 200 job offers after standing on a street corner in Mountain View,… https://t.co/aSRZZ9Sp3D",0,@CNN
0.0,Tue Jul 31 05:22:04 +0000 2018,0.0,1.0,0.0,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… https://t.co/O5CFUvxWdS,0,@CNN
0.0,Tue Jul 31 05:16:00 +0000 2018,0.0,1.0,0.0,"""Can you imagine a life without ""Jeopardy!""?
""Sure.""

Iconic game-show host Alex Trebek told TMZ he is considering… https://t.co/krC5ty94Zz",0,@CNN
-0.7506,Tue Jul 31 05:13:04 +0000 2018,0.262,0.738,0.0,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… https://t.co/NkfUmuH23L,0,@CNN
0.34,Tue Jul 31 05:04:05 +0000 2018,0.0,0.888,0.112,Passengers might be allowed to keep liquids and laptops in their carry-on bags at airport security checkpoints in t… https://t.co/HHH9N9Av5Z,0,@CNN
0.0,Tue Jul 31 05:01:56 +0000 2018,0.0,1.0,0.0,Authorities in the northeast border state of Assam have left the names of almost 4 million people off the controver… https://t.co/RvFrs6IAcd,0,@CNN
-0.3804,Tue Jul 31 04:56:06 +0000 2018,0.115,0.885,0.0,"In one of the more bizarre episodes of the midterm elections this year, the race for Virginia's 5th Congressional D… https://t.co/HVxte8qsMf",0,@CNN
0.4019,Tue Jul 31 04:54:04 +0000 2018,0.0,0.87,0.13,"The ""Guardians of the Galaxy"" cast has issued an open letter in support of ousted director James Gunn… https://t.co/8thQ0PJgkO",0,@CNN
0.3182,Tue Jul 31 04:48:07 +0000 2018,0.0,0.881,0.119,"""We are deeply concerned women are being harmed"": Devices that promise vaginal ""rejuvenation"" to women with urinary… https://t.co/n7Ujgt2Ib5",0,@CNN
0.4767,Tue Jul 31 04:46:00 +0000 2018,0.096,0.643,0.261,"When brands like Dunkin' Donuts and Taco Bell want to boost publicity and sales, they sometimes debut crazy culinar… https://t.co/y9FjTM5BiN",0,@CNN
0.0772,Tue Jul 31 04:41:07 +0000 2018,0.0,0.909,0.091,"President Trump says he'd meet with Iran, without preconditions, ""whenever they want"" https://t.co/WGLz7JWj2w https://t.co/qnEDvjC6b0",0,@CNN
-0.7783,Tue Jul 31 04:35:07 +0000 2018,0.362,0.638,0.0,Nigeria recalls 2.4 million bottles of cough syrup containing codeine to fight abuse https://t.co/J8g8K0gB9s,0,@CNN
0.0,Tue Jul 31 04:29:06 +0000 2018,0.0,1.0,0.0,"Kids are spending more time staring at screens, but there's little scientific research about how it affects their h… https://t.co/B1s9rLNQEf",0,@CNN
0.0,Tue Jul 31 04:23:06 +0000 2018,0.0,1.0,0.0,Dunkin' Donuts introduces its first-ever gluten-free bakery item: a fudge brownie https://t.co/tWBRjPCLG3 https://t.co/K4LsRB3ULJ,0,@CNN
0.0,Tue Jul 31 04:16:00 +0000 2018,0.0,1.0,0.0,"For the first time ever, Barbie is wearing a hijab. The new doll is modeled after Olympic fencer Ibtihaj Muhammad a… https://t.co/OPlltWmOgu",0,@CNN
0.0,Tue Jul 31 04:15:10 +0000 2018,0.0,1.0,0.0,Scientists are proposing genetically engineering the white-footed mice of Martha's Vineyard and Nantucket to rid th… https://t.co/Ikr66BaCHx,0,@CNN
-0.5574,Tue Jul 31 04:06:07 +0000 2018,0.205,0.795,0.0,Mark Hamill pays tribute to Carrie Fisher ahead of final 'Star Wars' appearance https://t.co/HIJM6JIG41 https://t.co/z3cKhfDEfE,0,@CNN
-0.4404,Tue Jul 31 04:01:06 +0000 2018,0.153,0.847,0.0,President Donald Trump's re-election campaign has denied it is using Chinese manufacturers to produce campaign flag… https://t.co/CKyX56KjJY,0,@CNN
0.0,Tue Jul 31 03:57:03 +0000 2018,0.0,1.0,0.0,'Rest in Power: The Trayvon Martin Story' leads a wave of new documentaries about racial justice… https://t.co/KwRASOWcWF,0,@CNN
-0.5574,Tue Jul 31 03:54:05 +0000 2018,0.175,0.825,0.0,Man spoke with his wife in the moments before she and 2 great-grandkids died in California's Carr Fire… https://t.co/RefP2LtR86,0,@CNN
-0.7579,Tue Jul 31 03:50:08 +0000 2018,0.419,0.581,0.0,Australian Archbishop Philip Wilson resigns after sex abuse coverup https://t.co/OVeVWIEBiK https://t.co/lndBesgtkd,0,@CNN
0.0258,Tue Jul 31 03:50:00 +0000 2018,0.0,0.916,0.084,"All aboard the Maharajas' Express, India's most luxurious train: https://t.co/i5K6n2lCTK (via @CNNTravel) https://t.co/U0jx7p4Sub",0,@CNN
-0.4939,Tue Jul 31 03:46:10 +0000 2018,0.259,0.741,0.0,More than 4 million people have been excluded from Indian citizenship in a controversial registry… https://t.co/SGluu9nh3U,0,@CNN
0.0,Tue Jul 31 03:42:04 +0000 2018,0.0,1.0,0.0,Scientists are proposing the radical evolutionary step of genetically engineering mice to get rid of Lyme disease… https://t.co/P0Gg9Xplva,0,@CNN
-0.34,Tue Jul 31 03:39:03 +0000 2018,0.156,0.844,0.0,The UK Foreign Secretary accidentally called his Chinese wife Japanese. In Beijing. https://t.co/yQWuGqNdN3 https://t.co/tBcKiXWgvg,0,@CNN
0.4466,Tue Jul 31 03:34:01 +0000 2018,0.0,0.872,0.128,"🚨 RECALL ALERT: 
A Chinese company is recalling tainted heart medicine from stores worldwide after it was found to… https://t.co/vaUWFvliH6",0,@CNN
0.5106,Tue Jul 31 03:29:36 +0000 2018,0.0,0.858,0.142,RT @CNNTonight: From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes @DonLemon on an e…,0,@CNN
0.0,Tue Jul 31 03:29:07 +0000 2018,0.0,1.0,0.0,Underwear is being transformed by technology -- with high-performance briefs claiming to do everything from emittin… https://t.co/WBShwO4o94,0,@CNN
0.0,Tue Jul 31 03:22:04 +0000 2018,0.0,1.0,0.0,This is Disneyland in the summer of '69 https://t.co/DbkiEZnbVs https://t.co/GE6ewa9vxk,0,@CNN
-0.3612,Tue Jul 31 03:17:04 +0000 2018,0.143,0.857,0.0,Russia has rapidly sold off the vast majority of its stash of American debt https://t.co/dHk5MbEtxL https://t.co/rxRoOBQN3J,0,@CNN
0.0,Tue Jul 31 03:14:46 +0000 2018,0.0,1.0,0.0,K-Pop star Seungri -- one-fifth of the band Big Bang -- takes on the historic summit between US President Donald Tr… https://t.co/pPv3jaFha0,0,@CNN
0.0,Tue Jul 31 03:09:51 +0000 2018,0.0,1.0,0.0,"RT @CNNTonight: .@DonLemon: ""Would you ever be a politician and run for office?""

LeBron James (@KingJames): ""Let’s see first."" https://t.c…",0,@CNN
-0.5267,Tue Jul 31 03:09:26 +0000 2018,0.124,0.876,0.0,"RT @CNNTonight: ""It was the conversation that I had to have with my boys that hurt me."" - LeBron James on his home being vandalized with th…",0,@CNN
0.0,Tue Jul 31 03:01:03 +0000 2018,0.0,1.0,0.0,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii https://t.co/fPfeaf80uq https://t.co/SUftw6APNG",0,@CNN
0.6705,Tue Jul 31 02:46:06 +0000 2018,0.0,0.732,0.268,"Attorney General Jeff Sessions has announced the Department of Justice's creation of a ""religious liberty task forc… https://t.co/kNy6wKhlE6",0,@CNN
0.0,Tue Jul 31 02:44:46 +0000 2018,0.0,1.0,0.0,Hillary Clinton steps up her involvement in the 2018 midterms https://t.co/kh2q0K0WoD https://t.co/4y8BWGE2lR,0,@CNN
0.8885,Tue Jul 31 02:39:55 +0000 2018,0.0,0.61,0.39,"RT @CNNTonight: LeBron James (@KingJames) tells @DonLemon that he is ""excited and truly humbled and blessed"" to open his 'I Promise' elemen…",0,@CNN
0.4019,Tue Jul 31 02:36:21 +0000 2018,0.0,0.863,0.137,"DC's Dog Tag Bakery, which aims to help service-disabled veterans and their caretakers, had two unexpected guests:… https://t.co/vpPUvUWkgO",0,@CNN
0.0,Tue Jul 31 02:31:04 +0000 2018,0.0,1.0,0.0,Hillary Clinton steps ups her involvement in the 2018 midterms https://t.co/zdcvnxwIts https://t.co/dM5Gow3aGu,0,@CNN
-0.5423,Tue Jul 31 02:23:47 +0000 2018,0.137,0.863,0.0,"RT @CNNTonight: LeBron James: The fatal shooting of 17-year-old Trayvon Martin ""hit a switch for me. From that point on, I knew that my voi…",0,@CNN
0.2263,Tue Jul 31 02:16:00 +0000 2018,0.0,0.899,0.101,"Former President Barack Obama and former Vice President Joe Biden surprised a Washington, DC, bakery when they stop… https://t.co/c2i8MIUjSi",0,@CNN
0.0,Tue Jul 31 02:13:45 +0000 2018,0.0,1.0,0.0,"RT @AC360: How has Rudy Giuliani evolved from his time as a young assistant U.S. attorney, to New York City mayor, to President Trump's per…",0,@CNN
0.0,Tue Jul 31 02:08:21 +0000 2018,0.0,1.0,0.0,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… https://t.co/PYcRF0GfmT",0,@CNN
0.0,Tue Jul 31 02:06:38 +0000 2018,0.0,1.0,0.0,"RT @CNNTonight: LeBron James (@KingJames) says Trump is trying to use sport to divide people, but he believes it brings people together. He…",0,@CNN
0.3818,Tue Jul 31 01:50:00 +0000 2018,0.0,0.833,0.167,"You can live like a king aboard the the Maharaja's Express, a hotel-on-wheels that is one of the most luxurious tra… https://t.co/A3ymfS4A7l",0,@CNN
0.0,Tue Jul 31 01:48:45 +0000 2018,0.0,1.0,0.0,Former President Barack Obama and former Vice President Joe Biden were reunited when they got lunch at DC's Dog Tag… https://t.co/WTspmXn6Fg,0,@CNN
0.0,Tue Jul 31 01:40:00 +0000 2018,0.0,1.0,0.0,"Rudy Giuliani pulls a ""covfefe"" with a one-word tweet, and Twitter finishes it for him. CNN's Jeanne Moos fills in… https://t.co/16XgMQp9NP",0,@CNN
0.0,Tue Jul 31 01:32:44 +0000 2018,0.0,1.0,0.0,"RT @AC360: “Let me just give you facts, because you are in hyperbole land.” Clashing with fellow panelist @CortesSteve, @Bakari_Sellers say…",0,@CNN
0.0258,Tue Jul 31 01:28:13 +0000 2018,0.0,0.927,0.073,"All aboard the Maharajas' Express, billed as India's most luxurious train https://t.co/Uzjw2ZJGmb via @CNNTravel https://t.co/wraBhM4rE0",0,@CNN
0.0,Tue Jul 31 01:15:59 +0000 2018,0.0,1.0,0.0,"New indicators, including satellite images, show that North Korea could be in the midst of building new missiles, t… https://t.co/QfE8aslJsa",0,@CNN
0.0772,Tue Jul 31 01:13:50 +0000 2018,0.0,0.944,0.056,RT @CNNTonight: “We want every kid that walks through this school to be inspired.” LeBron James (@KingJames) sits down with @donlemon at th…,0,@CNN
0.0,Tue Jul 31 01:11:03 +0000 2018,0.0,1.0,0.0,"This $8.2 million mansion and its four acres of land could be yours for just $17. Of course, there's a catch: You'l… https://t.co/8M9nFpsWaC",0,@CNN
0.0,Tue Jul 31 01:03:10 +0000 2018,0.0,1.0,0.0,"Sexual misconduct investigation reveals ""lapses in professional responsibility,"" FEMA administrator says… https://t.co/iMpV05W6ym",0,@CNN
-0.2023,Tue Jul 31 00:58:06 +0000 2018,0.087,0.913,0.0,"President Trump may be looking for a fight over the border wall ahead of the midterm election, but Senate Republica… https://t.co/oph5sWiPZT",0,@CNN
0.0,Tue Jul 31 00:52:02 +0000 2018,0.0,1.0,0.0,House Democrats are riding high with 99 days until the midterms | Analysis by @CillizzaCNN https://t.co/HaICpornKF https://t.co/4UM2pZgZkK,0,@CNN
0.0,Tue Jul 31 00:45:22 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: Jack O'Donnell, Fmr. VP of Trump Plaza Casino, Atlantic City, believes that Trump was bugging him. ""The red flags went off…",0,@CNN
0.2434,Tue Jul 31 00:44:23 +0000 2018,0.171,0.621,0.208,"""No! No eat!"" screams your 2-year-old.

Relax. Don't pressure your picky eater -- it doesn't work, and your toddler… https://t.co/wD3pjaYIGf",0,@CNN
0.0,Tue Jul 31 00:33:41 +0000 2018,0.0,1.0,0.0,"""People will be able to make anything from novelty guns to AR-15s"" with 3D printers as of August 1, Alyssa Milano w… https://t.co/2KicEjylRf",0,@CNN
-0.0516,Tue Jul 31 00:25:13 +0000 2018,0.095,0.819,0.086,"RT @AC360: ""Impossible."" Barbara Res, a former Trump Organization executive, says there is no chance Donald Trump would not have been infor…",0,@CNN
0.0,Tue Jul 31 00:19:30 +0000 2018,0.0,1.0,0.0,"""Can you imagine a life without ""Jeopardy!""?
""Sure.""

Iconic host Alex Trebek told TMZ he is considering retirement… https://t.co/RDZf5yuR6M",0,@CNN
0.0,Tue Jul 31 00:12:51 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: Trump says he'll ""meet with anybody.""

But what about Robert Mueller? CNN's Erin Burnett asks: Is President Trump's willin…",0,@CNN
0.0,Tue Jul 31 00:12:04 +0000 2018,0.0,1.0,0.0,Uber shuts down its self-driving truck unit to refocus its efforts on cars only https://t.co/9oikES86NJ https://t.co/zb22pLUaIY,0,@CNN
0.0,Mon Jul 30 23:55:37 +0000 2018,0.0,1.0,0.0,"LeBron James (@KingJames) says Trump's trying to use sport to divide people, but he believes it brings people toget… https://t.co/X7T5dbtoqW",0,@CNN
-0.5739,Mon Jul 30 23:52:46 +0000 2018,0.176,0.824,0.0,"RT @OutFrontCNN: ""It's not surprising that Donald Trump is increasing his attacks (on the Russia probe). The walls are closing in on him. .…",0,@CNN
0.2732,Mon Jul 30 23:51:06 +0000 2018,0.0,0.861,0.139,"President Trump's willingness to meet with Iran is diplomatic over-confidence, a Democratic lawmaker says… https://t.co/c1xBZ3KDs6",0,@CNN
-0.296,Mon Jul 30 23:41:44 +0000 2018,0.095,0.905,0.0,"RT @OutFrontCNN: ""No one is above the law. ... As a former prosecutor, defendants don't get to set preconditions, so the President shouldn'…",0,@CNN
0.4588,Mon Jul 30 23:41:09 +0000 2018,0.0,0.81,0.19,Former Trump campaign chairman Paul Manafort gave up his effort to challenge special counsel Robert Mueller in civi… https://t.co/etyS1Or8w2,0,@CNN
0.0516,Mon Jul 30 23:31:59 +0000 2018,0.0,0.941,0.059,"A homeless man has been overwhelmed by more than 200 job offers after standing on a street corner in Mountain View,… https://t.co/lYP7h5bsPg",0,@CNN
0.0,Mon Jul 30 23:14:27 +0000 2018,0.0,1.0,0.0,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… https://t.co/D1p2qNAffS,0,@CNN
0.0772,Mon Jul 30 23:13:26 +0000 2018,0.0,0.933,0.067,“We want every kid that walks through this school to be inspired.” LeBron James (@KingJames) sits down with… https://t.co/akq6qv5Gda,0,@CNN
-0.5423,Mon Jul 30 22:58:16 +0000 2018,0.179,0.821,0.0,Minneapolis police released body-camera footage of the fatal shooting of Thurman Blevins in June. A county attorney… https://t.co/Ieu3wEdxJG,0,@CNN
0.1776,Mon Jul 30 22:48:14 +0000 2018,0.073,0.823,0.104,"Barack Obama and Joe Biden made a surprise visit to a DC bakery.

""We were absolutely stunned to see them!” Lolly R… https://t.co/n7VecBTJFW",0,@CNN
-0.5859,Mon Jul 30 22:44:12 +0000 2018,0.194,0.806,0.0,"RT @CNNSitRoom: The monstrous Carr Fire, burning in Shasta County, California, has engulfed almost 100,000 acres. The fire is so large and…",0,@CNN
-0.7506,Mon Jul 30 22:41:09 +0000 2018,0.262,0.738,0.0,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… https://t.co/H7jPxpTSHi,0,@CNN
0.0,Mon Jul 30 22:29:59 +0000 2018,0.0,1.0,0.0,"LIVE NOW: Anderson Cooper Full Circle, a daily interactive news show airing on Facebook Watch… https://t.co/PgXZt16x5R",0,@CNN
